date,cases
2021-03-10,6106
2021-03-11,7169
2021-03-12,8444
2021-03-13,6033
2021-03-14,6687
2021-03-15,7119
2021-03-16,6711
2021-03-17,6582
2021-03-18,5515
2021-03-19,5077
2021-03-20,6667
2021-03-21,3735
2021-03-22,4908
2021-03-23,6801
2021-03-24,20184
2021-03-25,8683
2021-03-26,8003
2021-03-27,8733
2021-03-28,8852
2021-03-29,8972
2021-03-30,5750
2021-03-31,7683
2021-04-01,9173
2021-04-02,8055
2021-04-03,7711
2021-04-04,7607
2021-04-05,6717
2021-04-06,6106
2021-04-07,6450
2021-04-08,8731
2021-04-09,8558
2021-04-10,7529
2021-04-11,6577
2021-04-12,5758
2021-04-13,5043
2021-04-14,6000
2021-04-15,6984
2021-04-16,6290
2021-04-17,6387
2021-04-18,5605
2021-04-19,5177
2021-04-20,4659
2021-04-21,4255
2021-04-22,5277
2021-04-23,4850
2021-04-24,4163
2021-04-25,4050
2021-04-26,3018
2021-04-27,3343
2021-04-28,3000
2021-04-29,3862
2021-04-30,3792
2021-05-01,3852
2021-05-02,2853
2021-05-03,2440
2021-05-04,2234
2021-05-05,2374
2021-05-06,2632
2021-05-07,2465
2021-05-08,3028
2021-05-09,2403
2021-05-10,1661
2021-05-11,1449
2021-05-12,2044
2021-05-13,2204
2021-05-14,2039
2021-05-15,1761
2021-05-16,1888
2021-05-17,1379
2021-05-18,1549
2021-05-19,1323
2021-05-20,1647
2021-05-21,1595
2021-05-22,1313
2021-05-23,1074
2021-05-24,964
2021-05-25,945
2021-05-26,882
2021-05-27,1145
2021-05-28,930
2021-05-29,866
2021-05-30,848
2021-05-31,524
2021-06-01,478
2021-06-02,403
2021-06-03,489
2021-06-04,757
2021-06-05,852
2021-06-06,491
2021-06-07,519
2021-06-08,459
2021-06-09,426
2021-06-10,549
2021-06-11,686
2021-06-12,430
2021-06-13,363
2021-06-14,377
2021-06-15,337
2021-06-16,286
2021-06-17,443
2021-06-18,415
2021-06-19,389
2021-06-20,287
2021-06-21,277
2021-06-22,266
2021-06-23,250
2021-06-24,383
2021-06-25,343
2021-06-26,345
2021-06-27,374
2021-06-28,321
2021-06-29,244
2021-06-30,275
2021-07-01,397
2021-07-02,474
2021-07-03,279
2021-07-04,312
2021-07-05,376
2021-07-06,307
2021-07-07,341
2021-07-08,637
2021-07-09,754
2021-07-10,730
2021-07-11,811
2021-07-12,642
2021-07-13,668
2021-07-14,725
2021-07-15,929
2021-07-16,629
2021-07-17,1421
2021-07-18,1143
2021-07-19,941
2021-07-20,1112
2021-07-21,1092
2021-07-22,1611
2021-07-23,1698
2021-07-24,1868
2021-07-25,2032
